name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model,km_driven_bin
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,10,Ford,Ecosport 1.0 Ecoboost Platinum Edition BSIV,Low
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,13,Chevrolet,Aveo 1.4 LS,Medium
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,14,Chevrolet,Aveo U-VA 1.2 LS,Medium
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,11,Ford,Figo Diesel EXI,High
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,19,Ford,Endeavour 2.5L 4X2 MT,Medium
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,6,Ford,Aspire Titanium BSIV,High
Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,8,Hyundai,EON 1.0 Kappa Magna Plus,Medium
Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,4,Tata,Tiago 2019-2020 XZ,Low
Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,10,Maruti,Swift ZXI,Medium
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,12,Chevrolet,Spark 1.0 LT,Medium
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,11,Chevrolet,Beat Diesel LS,Medium
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,9,Ford,Ecosport 1.0 Ecoboost Titanium Optional,Medium
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,8,Volkswagen,Polo 1.2 MPI Comfortline,Medium
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,11,Ford,Fiesta Diesel Trend,Medium
Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,10,Mahindra,XUV500 W8 2WD,High
Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,13,Honda,City 1.5 E MT,Low
Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,23,Maruti,Zen VXI,High
Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,9,Maruti,Swift Dzire VDI,Medium
Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,5,Maruti,Swift VDI BSIV,Low
Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti,Wagon R LXI Minor,Medium
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,10,Tata,Indigo TDI,Medium
Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,5,Maruti,Baleno Zeta 1.3,Medium
Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,21,Mahindra,Jeep MM 550 XDB,Low
Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,15,Maruti,Alto STD,Medium
Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,7,Maruti,Celerio VDi,Medium
Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,18,Maruti,Esteem Lxi,Medium
Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,16,Maruti,Alto LX,High
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,15,Volkswagen,Jetta 1.9 Highline TDI,Medium
Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,Swift VDI BSIV,Medium
Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,8,Hyundai,i20 Active 1.4 SX with AVN,Low
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,12,Ford,Figo Diesel ZXI,High
Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,11,Hyundai,i20 1.4 CRDi Magna,High
Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,17,Maruti,Alto LXi BSIII,Medium
Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,13,Mahindra,Xylo E4 8S,High
Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,11,Mahindra,XUV500 W8 2WD,High
Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,14,Mahindra,Bolero SLE,High
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,9,Toyota,Innova 2.5 VX (Diesel) 8 Seater,High
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,11,Ford,Fiesta Petrol Trend,Medium
Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,4,Tata,Tiago 1.2 Revotron XE,Low
Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,17,Maruti,Alto LXi,Medium
Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,10,Maruti,Ritz LDi,High
Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Xcent 1.2 Kappa Base,Medium
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,17,Chevrolet,Optra 1.6,Medium
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,18,Ford,Ikon 1.6 ZXI NXt,Low
Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner,18,Hyundai,Getz GLS,Medium
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner,15,Hyundai,Santro Xing GL Plus,Low
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner,13,Maruti,SX4 Vxi BSIV,Medium
Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,11,Tata,Indigo LS,Medium
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,18,Ford,Ikon 1.3 Flair,Low
Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,7,Maruti,Swift VDI BSIV,Medium
Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,9,Maruti,Swift Dzire LDIX Limited Edition,Medium
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,14,Tata,Indica Vista Aqua 1.3 Quadrajet,High
Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,8,Maruti,Swift 1.3 DLX,Low
Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,14,Maruti,Swift Vdi BSIII,High
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,5,Renault,KWID 1.0 RXT Optional,Low
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,6,Ford,EcoSport 1.5 Petrol Titanium BSIV,Low
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,14,Fiat,Grande Punto Active (Diesel),Medium
Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,6,Mahindra,KUV 100 mFALCON G80 K2,Low
Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,11,Tata,New Safari DICOR 2.2 VX 4x4,Low
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,6,Renault,KWID 1.0 RXL,Low
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,11,Toyota,Innova 2.5 VX 8 STR BSIV,Medium
Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,13,Hyundai,i20 Magna,Medium
Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,13,Fiat,Punto 1.3 Active,Medium
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,6,Renault,KWID 1.0,Medium
Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,5,Hyundai,Xcent 1.2 VTVT E Plus,Medium
Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,11,Maruti,Ritz VDi,Medium
Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,13,Audi,Q5 2.0 TFSI Quattro,High
Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,13,Hyundai,i10 Sportz 1.2,Medium
Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,5,Tata,Tiago 1.2 Revotron XZ,Low
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,10,Renault,Duster 85PS Diesel RxL,Medium
Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,11,Skoda,Rapid 1.6 MPI Elegance,Medium
Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,20,Maruti,800 Std BSIII,Low
Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai,Santro Xing GLS,Low
Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,11,Hyundai,i20 1.4 CRDi Asta,Medium
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,9,Ford,Ecosport 1.5 DV5 MT Titanium,High
Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,11,Nissan,Sunny XL,Medium
Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,11,Maruti,Swift VDI,High
Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner,11,Toyota,Innova 2.5 GX 7 STR,High
Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,5,Maruti,Eeco 5 Seater AC BSIV,Low
Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,19,Maruti,Alto LX,High
Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,3,Mahindra,Scorpio S5 BSIV,Low
Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,6,Renault,KWID AMT,Low
Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,8,Maruti,Swift Dzire VDI,Low
Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,11,Hyundai,Verna 1.6 CRDI,Low
Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,15,Maruti,Alto LXi,Low
Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,9,Toyota,Fortuner 4x2 Manual,Low
Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,5,Mahindra,TUV 300 T6 Plus,Low
Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,15,Maruti,Alto LXi BSIII,Low
Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,12,Maruti,Alto LXi,Medium
Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,12,Maruti,Wagon R VXI BS IV,Low
Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,9,Hyundai,Verna 1.6 SX VTVT,Medium
Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,14,Honda,City 1.5 V MT,Medium
Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,9,Hyundai,Elantra CRDi SX,Low
Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,15,Honda,City 1.5 V AT Exclusive,Medium
Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,12,Volkswagen,Vento Diesel Highline,High
Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,7,Maruti,Swift Dzire ZDI,Medium
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,7,Toyota,Innova Crysta 2.8 GX AT BSIV,High
Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,11,Maruti,Ritz VDi,High
Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,15,Hyundai,Getz 1.3 GLS,High
Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,6,Mahindra,XUV500 AT W8 FWD,Medium
Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,10,Mahindra,Quanto C6,High
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,14,Tata,Indigo LX Dicor,Low
Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,11,Hyundai,i20 1.2 Magna,Low
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,13,Honda,City 1.5 S MT,Medium
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,9,Hyundai,Verna 1.6 SX VTVT (O),Low
Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,11,Hyundai,i10 Magna,Low
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Enjoy TCDi LT 7 Seater,High
Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,5,Tata,Tiago 1.2 Revotron XTA,Low
Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,8,Maruti,Alto K10 VXI,Medium
Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,7,Hyundai,Xcent 1.2 Kappa SX,Low
Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,11,Hyundai,Verna 1.6 SX,Medium
Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,13,Tata,Nano Lx,Medium
Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,12,Honda,City 1.5 S MT,Medium
Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,10,Maruti,Wagon R VXI BS IV,Medium
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,5,Ford,Ecosport 1.5 Petrol Titanium Plus AT,Low
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,13,Maruti,Eeco 5 STR With AC Plus HTR CNG,Medium
Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,8,Hyundai,i20 Sportz 1.2,Low
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,10,Renault,Duster 85PS Diesel RxL,Low
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,5,Mercedes-Benz,C-Class Progressive C 220d,Low
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,10,Audi,A4 3.0 TDI Quattro,Medium
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,4,BMW,X5 xDrive 30d xLine,Low
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,7,Hyundai,Creta 1.6 CRDi SX,Medium
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,11,Maruti,SX4 Vxi BSIV,High
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 1.2 Kappa Magna AT,Low
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,7,Maruti,Swift ZXI BSIV,Low
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,8,Maruti,Ertiga VXI,Low
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 Magna AT,Low
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,7,Chevrolet,Beat LT Option,Low
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,6,Toyota,Fortuner 4x2 AT,Low
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,8,Maruti,S-Cross Zeta DDiS 200 SH,Low
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,11,Hyundai,i10 Magna,Low
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,10,Audi,A6 2.0 TDI Premium Plus,Medium
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,18,Hyundai,Santro GS,Medium
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,11,Skoda,Laura Ambiente 2.0 TDI CR MT,Medium
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,8,Hyundai,Verna 1.6 VTVT SX,Medium
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,6,Maruti,Swift Dzire VDI,Low
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,4,Maruti,Ignis 1.2 Sigma BSIV,Low
Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,4,Maruti,Ignis 1.2 Sigma BSIV,Low
Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner,11,Maruti,Ertiga VDI,High
Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,10,Tata,Manza Aura Safire BS IV,Medium
Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,15,Tata,Indica GLS BS IV,Medium
Tata New Safari DICOR 2.2 EX 4x2,2010,300000,250000,Diesel,Individual,Manual,Second Owner,13,Tata,New Safari DICOR 2.2 EX 4x2,High
Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,4,Ford,Aspire Titanium Plus Diesel BSIV,Low
Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,6,Maruti,Eeco 7 Seater Standard BSIV,Low
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,15000,Petrol,Individual,Manual,First Owner,4,Hyundai,Grand i10 1.2 Kappa Asta,Low
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,11,Hyundai,EON Sportz,Medium
Maruti Alto LXi,2006,100000,80000,Petrol,Individual,Manual,First Owner,17,Maruti,Alto LXi,Medium
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,22,Maruti,Wagon R LXI,High
Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,19,Maruti,Alto LX,Medium
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,11,Toyota,Innova 2.5 VX (Diesel) 7 Seater,High
Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,7,Nissan,Terrano XL 85 PS,Medium
Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,7,Nissan,Terrano XL 85 PS,High
Toyota Innova 2.5 V Diesel 7-seater,2009,550000,182000,Diesel,Individual,Manual,Third Owner,14,Toyota,Innova 2.5 V Diesel 7-seater,High
Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,11,Toyota,Corolla Altis Diesel D4DJ,Medium
Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,8,Honda,Amaze SX i-VTEC,Medium
Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,14,Maruti,Wagon R LXI Minor,Medium
Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,9,Hyundai,Verna 1.6 SX,Medium
Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,10,Chevrolet,Beat Diesel LT,Low
Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,24,Maruti,Zen LX,Medium
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,18,Hyundai,Accent CRDi,High
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner,6,Toyota,Innova Crysta 2.4 VX MT BSIV,Low
Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,17,Maruti,Esteem Lxi - BSIII,Medium
Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,7,Hyundai,Xcent 1.1 CRDi Base,Low
Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,6,Honda,Jazz 1.5 VX i DTEC,Low
Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,22,Maruti,Zen LX,Medium
Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,12,Toyota,Etios GD SP,High
Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,4,Hyundai,Santro Magna CNG BSIV,Low
Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,13,Fiat,Linea Emotion,Medium
Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,12,Ford,Figo Diesel Titanium,High
Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,12,Ford,Figo Diesel Titanium,Medium
Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,14,Maruti,Zen Estilo LXI BS IV,Medium
Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,8,Honda,Amaze EX i-Dtech,Low
Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,4,Maruti,Celerio X ZXI BSIV,Low
Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,6,Tata,Tigor 1.2 Revotron XZ Option,Low
Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,7,Tata,Zest Revotron 1.2T XE,Low
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,11,Volkswagen,Polo Diesel Trendline 1.2L,Medium
Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,7,Ford,Figo 1.5D Trend MT,Low
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,173000,Diesel,Individual,Manual,Third Owner,9,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,High
Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner,9,Mahindra,XUV500 W6 2WD,High
Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,8,Honda,Brio S MT,Low
Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,6,Honda,Amaze E i-VTEC,Low
Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,6,Honda,Amaze E i-DTEC,Medium
Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,4,Maruti,Baleno Zeta 1.2,Low
Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,7,Maruti,Alto K10 LXI CNG Optional,Low
BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner,11,BMW,X1 sDrive20d,High
Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,16,Maruti,Wagon R LXI DUO BSIII,Medium
Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,8,Hyundai,Grand i10 Sportz,Medium
Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner,11,Tata,Indica Vista Quadrajet VX,High
Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,7,Hyundai,i20 Asta Option 1.4 CRDi,Low
Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,6,Maruti,Swift VDI BSIV,Low
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,117780,Diesel,Individual,Manual,Second Owner,10,Toyota,Innova 2.5 VX (Diesel) 7 Seater,High
Hyundai Verna CRDi SX,2010,280000,120000,Diesel,Individual,Manual,Second Owner,13,Hyundai,Verna CRDi SX,High
Maruti Swift DDiS VDI,2017,600000,120000,Diesel,Individual,Manual,First Owner,6,Maruti,Swift DDiS VDI,High
